@relation winequality-white-weka.filters.unsupervised.attribute.AddID-Cfirst-NID-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.AddID-Cfirst-Ntype_of_wine-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement

@attribute type_of_wine numeric
@attribute fixed_acidity numeric
@attribute volatile_acidity numeric
@attribute citric_acid numeric
@attribute residual_sugar numeric
@attribute chlorides numeric
@attribute free_sulfur_dioxide numeric
@attribute total_sulfur_dioxide numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality {quality,3,4,5,6,7,8,9}

@data
1373,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6
1554,6.9,0.3,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11,7
6098,7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6
3634,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6
5005,7.8,0.41,0.68,1.7,0.467,18,69,0.9973,3.08,1.31,9.3,5
1957,7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,5
1862,7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10,6
2791,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6
3864,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6
984,5.7,0.36,0.34,4.2,0.026,21,77,0.9907,3.41,0.45,11.9,6
6440,7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,7
2757,8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,6
3123,5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9,6
1030,6.3,0.6,0.44,11,0.05,50,245,0.9972,3.19,0.57,9.3,4
5550,9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,5
1839,6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,6
3313,5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9,7
2400,6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,6
885,6.8,0.23,0.29,12.2,0.035,38,236,0.9976,3.35,0.52,9.8,6
4686,7.2,0.26,0.32,10.4,0.062,23,114,0.9966,3.23,0.49,10.5,5
5197,7.2,0.65,0.02,2.3,0.094,5,31,0.9993,3.67,0.8,9.7,5
1386,6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,5
3942,4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5
2830,7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,5
3659,5.8,0.275,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,7
3610,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
6166,10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,6
1019,7.1,0.18,0.42,1.4,0.045,47,157,0.9916,2.95,0.31,10.5,6
3817,6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,5
5525,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5
133,6.5,0.425,0.4,13.1,0.038,59,241,0.9979,3.23,0.57,9,5
1746,6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,5
4697,6.1,0.15,0.4,1.2,0.03,19,84,0.98926,3.19,0.96,13,6
3219,6.5,0.29,0.25,2.5,0.142,8,111,0.9927,3,0.44,9.9,4
2195,6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,6
623,5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,6
1152,6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,5
477,7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,7
1532,8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,7
2684,7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5
3565,6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6
4361,7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,5
3967,5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6
1817,6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,7
4669,6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.15,7
3038,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6
15,8.3,0.42,0.62,19.25,0.04,41,172,1.0002,2.98,0.67,9.7,5
4959,8.8,0.4,0.4,2.2,0.079,19,52,0.998,3.44,0.64,9.2,5
5587,7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,5
4542,6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6
6325,7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,6
3425,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6
5613,9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,5
5653,7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,6
2067,7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,5
3217,7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1,5
5616,7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,5
5542,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5
1399,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
4912,7.8,0.61,0.29,1.6,0.114,9,29,0.9974,3.26,1.56,9.1,5
234,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6
1854,8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3,5
1668,8.8,0.39,0.34,5.9,0.055,33,128,0.9927,2.95,0.51,11.8,6
3544,6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6
5790,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5
640,5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,5
4332,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5
4446,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6
761,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6
3328,5.8,0.17,0.36,1.3,0.036,11,70,0.99202,3.43,0.68,10.4,7
6182,8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,6
2429,7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6
5129,5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,7
4512,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6
3273,7.5,0.22,0.32,2.4,0.045,29,100,0.99135,3.08,0.6,11.3,7
5266,10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,5
3522,5.9,0.23,0.24,3.8,0.038,61,152,0.99139,3.31,0.5,11.3,7
1953,8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,7
6387,5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,5
3164,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,7
1089,7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6
3117,6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11,7
6461,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5
5715,9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6
5552,9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,6
1474,7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,6
6171,5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,5
3576,6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,7
3051,6.2,0.255,0.24,1.7,0.039,138.5,272,0.99452,3.53,0.53,9.6,4
3384,6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,6
485,6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,5
1379,6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,7
1406,6.3,0.39,0.24,6.9,0.069,9,117,0.9942,3.15,0.35,10.2,4
1816,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6
2001,6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,5
5177,10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,8
4551,6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,6
5577,8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,5
4239,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5
1882,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6
3095,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6
713,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6
3246,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,5
3776,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6
472,6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,5
6250,7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,6
3655,6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,6
5665,8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,5
1846,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5
613,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5
3082,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5
2335,7.5,0.23,0.35,17.8,0.058,128,212,1.00241,3.44,0.43,8.9,5
3900,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5
4650,5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,5
6341,6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,5
5088,7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,5
5227,13.4,0.27,0.62,2.6,0.082,6,21,1.0002,3.16,0.67,9.7,6
954,8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,5
3603,6.6,0.26,0.24,7.2,0.038,28,137,0.9952,3.35,0.6,10.4,6
1693,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6
5834,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6
690,6.7,0.17,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8,7
2900,6.2,0.21,0.26,13.1,0.05,59,150,0.99772,3.31,0.46,9,5
4204,6.2,0.3,0.32,1.3,0.054,27,183,0.99266,3.3,0.43,10.1,5
3797,6.6,0.13,0.29,13.9,0.056,33,95,0.99702,3.17,0.39,9.4,6
887,7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6
1876,6.6,0.31,0.38,16.05,0.058,16,165,0.9997,3.38,0.6,9.2,5
239,7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,7
2920,6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7,5
4715,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,7
4450,6.4,0.28,0.22,12.8,0.039,51,150,0.99535,3.23,0.43,10.7,6
3059,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5
5722,6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5
678,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7
4167,5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,7
3287,6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,7
2643,7.6,0.23,0.4,5.2,0.066,14,91,0.99488,3.17,0.8,9.7,5
1853,6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7
455,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7
1063,6.7,0.26,0.26,4,0.079,35.5,216,0.9956,3.31,0.68,9.5,5
646,6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,5
680,5.7,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7
6265,7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,5
3143,7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,6
4402,7.1,0.38,0.29,13.6,0.041,30,137,0.99461,3.02,0.96,12.1,6
6232,9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,5
5952,8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7
232,8.3,0.28,0.4,7.8,0.041,38,194,0.9976,3.34,0.51,9.6,6
1069,8.8,0.33,0.44,6.35,0.024,9,87,0.9917,2.96,0.4,12.6,7
3209,6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,5
4916,8.1,0.56,0.28,1.7,0.368,16,56,0.9968,3.11,1.28,9.3,5
4173,6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,6
2579,5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,7
2206,7.7,0.39,0.34,10,0.056,35,178,0.9974,3.26,0.6,10.2,5
3455,5.8,0.54,0,1.4,0.033,40,107,0.98918,3.26,0.35,12.4,5
4219,8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,6
4427,6.2,0.21,0.52,6.5,0.047,28,123,0.99418,3.22,0.49,9.9,6
4880,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.533333,6
1492,7.5,0.2,0.49,1.3,0.031,8,97,0.9918,3.06,0.62,11.1,5
1751,7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,6
3385,6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6,6
718,7,0.27,0.41,18.75,0.042,34,157,1.0002,2.96,0.5,9.1,5
1274,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5
3906,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7
1130,7.9,0.25,0.29,5.3,0.031,33,117,0.9918,3.06,0.32,11.8,7
710,6.2,0.47,0.21,1,0.044,13,98,0.99345,3.14,0.46,9.2,5
847,6.6,0.22,0.37,15.4,0.035,62,153,0.99845,3.02,0.4,9.3,5
3551,7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,6
1001,8,0.19,0.36,1.8,0.05,16,84,0.9936,3.15,0.45,9.8,7
2620,6.6,0.35,0.35,6,0.063,31,150,0.99537,3.1,0.47,9.4,6
5288,9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,7
1760,6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3,5
4908,7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,5
5829,6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5
1775,6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,6
4078,5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,6
4491,5.8,0.3,0.33,3.5,0.033,25,116,0.99057,3.2,0.44,11.7,6
3538,6.2,0.27,0.47,1.2,0.146,28,105,0.99224,3.23,0.51,10.1,5
6458,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5
964,6.1,0.19,0.25,4,0.023,23,112,0.9923,3.37,0.51,11.6,6
4617,7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,5
3156,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7
1351,8,0.57,0.39,3.9,0.034,22,122,0.9917,3.29,0.67,12.8,7
5861,6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,5
5117,7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,5
3418,6.7,0.64,0.3,1.2,0.03,18,76,0.9892,3.16,0.6,12.9,4
2799,6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,7
6013,5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6,6
4435,7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,6
499,5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,5
5883,12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5
3069,6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,6
2982,8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,7
2381,6.4,0.27,0.19,1.9,0.085,21,196,0.99516,3.49,0.64,9.5,4
1459,7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,6
4445,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6
1121,6.7,0.105,0.32,12.4,0.051,34,106,0.998,3.54,0.45,9.2,6
5565,8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,6
4322,6.3,0.28,0.22,11.5,0.036,27,150,0.99445,3,0.33,10.6,6
4571,5.8,0.29,0.15,1.1,0.029,12,83,0.9898,3.3,0.4,11.4,6
871,6,0.45,0.65,9.7,0.08,11,159,0.9956,3.04,0.48,9.4,5
2093,5.3,0.76,0.03,2.7,0.043,27,93,0.9932,3.34,0.38,9.2,5
2483,6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,6
2990,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6
2110,7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,6
2950,6,0.28,0.52,5,0.078,30,139,0.99494,3.1,0.36,9,6
1078,7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,5
1714,6.6,0.34,0.27,6.2,0.059,23,136,0.9957,3.3,0.49,10.1,6
6137,8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,4
1961,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5
5182,8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7
5610,8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5
3301,7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5
2997,6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,8
3495,6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6
2029,8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,6
171,7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,6
1873,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5
438,6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,8
5345,12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,5
1918,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6
3887,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6
2861,7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,6
1228,6.9,0.18,0.38,6.5,0.039,20,110,0.9943,3.1,0.42,10.5,5
3152,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
2367,7.4,0.33,0.44,7.6,0.05,40,227,0.99679,3.12,0.52,9,5
2806,7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,6
3650,7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,6
3590,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6
4927,7.1,0.71,0,1.9,0.08,14,35,0.9972,3.47,0.55,9.4,5
5166,7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,8
1913,7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6
3863,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6
5976,8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5
6234,6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,6
3848,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5
3771,7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,4
4424,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6
3316,5.8,0.18,0.37,1.2,0.036,19,74,0.98853,3.09,0.49,12.7,7
4909,6.7,0.58,0.08,1.8,0.097,15,65,0.9959,3.28,0.54,9.2,5
3594,5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7
5320,6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7
2353,6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,6
4609,6.2,0.36,0.27,3.2,0.032,13,73,0.98942,2.9,0.69,12.6,7
3324,7.1,0.17,0.31,1.6,0.037,15,103,0.991,3.14,0.5,12,6
3908,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7
972,6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,7
3485,6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8
2670,6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3,5
533,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6
5258,12.6,0.38,0.66,2.6,0.088,10,41,1.001,3.17,0.68,9.8,6
84,7.3,0.22,0.3,8.2,0.047,42,207,0.9966,3.33,0.46,9.5,6
5207,10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,6
3176,7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,6
2107,8.5,0.24,0.47,15.2,0.057,40,234,1.0005,3.02,0.66,9,5
5730,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6
2222,8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,6
1281,7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6
2518,7.3,0.51,0.29,11.3,0.034,61,224,0.99683,3.14,0.56,9.5,6
2321,8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,6
264,7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6,6
4992,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5
4674,6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7
3627,7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5
6426,7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,6
1742,7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,6
6300,7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,5
5410,10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6
2180,7.7,0.24,0.31,1.3,0.047,33,106,0.993,3.22,0.55,10.8,6
2917,6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,6
3026,5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,7
6416,6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6
6083,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5
6174,8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6
1140,9,0.31,0.49,6.9,0.034,26,91,0.9937,2.99,0.34,11.5,5
3526,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6
947,8.2,0.345,1,18.2,0.047,55,205,0.99965,2.96,0.43,9.6,5
4145,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6
3017,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6
40,7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5
5686,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6
5210,7.9,0.53,0.24,2,0.072,15,105,0.996,3.27,0.54,9.4,6
1448,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6
516,6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,6
1814,7.2,0.15,0.38,1.2,0.038,18,110,0.9917,3.19,0.43,11.1,6
3529,6.9,0.75,0.13,6.3,0.036,19,50,0.99312,3.09,0.25,11.1,4
2537,6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6
6028,10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5,6
508,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7
4718,4.8,0.225,0.38,1.2,0.074,47,130,0.99132,3.31,0.4,10.3,6
247,6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,7
1236,7.8,0.32,0.31,1.7,0.036,46,195,0.993,3.03,0.48,10.5,5
3325,6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,6
2030,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6
3664,6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6
5582,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5
3091,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6
3904,5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,6
4673,4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.466667,5
1284,8,0.45,0.36,8.8,0.026,50,151,0.9927,3.07,0.25,12.7,8
3555,8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6
1282,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7
1388,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6
